,Rank,Order,Family,Genus,Species,BreedRegion,OrigG,SDate,SAuthors,GDate,GAuthors,DateRank,SpG
2920,9,APODIFORMES,Trochilidae,Lophornis,helenae,MA,False,1843,Delattre,1829,Lesson R,6,10
2921,10,APODIFORMES,Trochilidae,Lophornis,adorabilis,MA,True,1870,Salvin,1829,Lesson R,7,10
2922,1,APODIFORMES,Trochilidae,Discosura,popelairii,SA,False,1846,Du Bus de Gisignies,1850,Bonaparte,3,5
2923,2,APODIFORMES,Trochilidae,Discosura,langsdorffi,SA,False,1821,Temminck,1850,Bonaparte,2,5
2924,3,APODIFORMES,Trochilidae,Discosura,letitiae,SA,False,1852,Bourcier Mulsant,1850,Bonaparte,5,5
2925,4,APODIFORMES,Trochilidae,Discosura,conversii,MA SA,False,1846,Bourcier Mulsant,1850,Bonaparte,3,5
2926,5,APODIFORMES,Trochilidae,Discosura,longicaudus,SA,False,1788,Gmelin JF,1850,Bonaparte,1,5
2927,1,APODIFORMES,Trochilidae,Trochilus,polytmus,NA,True,1758,Linnaeus,1758,Linnaeus,1,2
2928,2,APODIFORMES,Trochilidae,Trochilus,scitulus,NA,False,1901,Brewster Bangs,1758,Linnaeus,2,2
2929,1,APODIFORMES,Trochilidae,Chlorestes,notata,SA,False,1793,Reich GC,1854,Reichenbach,1,1
2930,1,APODIFORMES,Trochilidae,Chlorostilbon,auriceps,MA,False,1852,Gould,1853,Gould,10,18
2931,2,APODIFORMES,Trochilidae,Chlorostilbon,forficatus,MA,True,1885,Ridgway,1853,Gould,17,18
2932,3,APODIFORMES,Trochilidae,Chlorostilbon,canivetii,MA,False,1832,Lesson R,1853,Gould,5,18
2933,4,APODIFORMES,Trochilidae,Chlorostilbon,assimilis,MA,True,1861,Lawrence,1853,Gould,14,18
2934,5,APODIFORMES,Trochilidae,Chlorostilbon,mellisugus,SA,False,1758,Linnaeus,1853,Gould,1,18
2935,6,APODIFORMES,Trochilidae,Chlorostilbon,melanorhynchus,SA,True,1860,Gould,1853,Gould,11,18
2936,7,APODIFORMES,Trochilidae,Chlorostilbon,gibsoni,SA,False,1840,Fraser,1853,Gould,7,18
2937,8,APODIFORMES,Trochilidae,Chlorostilbon,olivaresi,SA,True,1996,Stiles,1853,Gould,18,18
2938,9,APODIFORMES,Trochilidae,Chlorostilbon,lucidus,SA,False,1812,Shaw,1853,Gould,3,18
2939,10,APODIFORMES,Trochilidae,Chlorostilbon,elegans,NA,False,1860,Gould,1853,Gould,11,18
2940,11,APODIFORMES,Trochilidae,Chlorostilbon,bracei,NA,False,1877,Lawrence,1853,Gould,15,18
2941,12,APODIFORMES,Trochilidae,Chlorostilbon,ricordii,NA,False,1835,Gervais,1853,Gould,6,18
2942,13,APODIFORMES,Trochilidae,Chlorostilbon,swainsonii,NA,False,1829,Lesson R,1853,Gould,4,18
2943,14,APODIFORMES,Trochilidae,Chlorostilbon,maugaeus,NA,False,1801,Audebert Vieillot,1853,Gould,2,18
2944,15,APODIFORMES,Trochilidae,Chlorostilbon,russatus,SA,False,1881,Salvin Godman,1853,Gould,16,18
2945,16,APODIFORMES,Trochilidae,Chlorostilbon,stenurus,SA,False,1860,Cabanis Heine,1853,Gould,11,18
2946,17,APODIFORMES,Trochilidae,Chlorostilbon,alice,SA,False,1848,Bourcier Mulsant,1853,Gould,9,18
2947,18,APODIFORMES,Trochilidae,Chlorostilbon,poortmani,SA,False,1843,Bourcier,1853,Gould,8,18
2948,1,APODIFORMES,Trochilidae,Panterpe,insignis,MA,True,1860,Cabanis Heine,1860,Cabanis Heine,1,1
2949,1,APODIFORMES,Trochilidae,Elvira,chionura,MA,False,1851,Gould,1866,Mulsant Verreaux J Verreaux E,1,2
2950,2,APODIFORMES,Trochilidae,Elvira,cupreiceps,MA,False,1866,Lawrence,1866,Mulsant Verreaux J Verreaux E,2,2
2951,1,APODIFORMES,Trochilidae,Eupherusa,cyanophrys,MA,True,1964,Rowley JS Orr,1857,Gould,4,4
2952,2,APODIFORMES,Trochilidae,Eupherusa,poliocerca,MA,True,1871,Elliot DG,1857,Gould,3,4
2953,3,APODIFORMES,Trochilidae,Eupherusa,eximia,MA,False,1843,Delattre,1857,Gould,1,4
2954,4,APODIFORMES,Trochilidae,Eupherusa,nigriventris,MA,True,1868,Lawrence,1857,Gould,2,4
2955,1,APODIFORMES,Trochilidae,Goethalsia,bella,MA SA,True,1912,Nelson,1912,Nelson,1,1
2956,1,APODIFORMES,Trochilidae,Goldmania,violiceps,MA SA,True,1911,Nelson,1911,Nelson,1,1
2957,1,APODIFORMES,Trochilidae,Cynanthus,sordidus,MA,False,1859,Gould,1827,Swainson,3,3
2958,2,APODIFORMES,Trochilidae,Cynanthus,latirostris,NA MA,True,1827,Swainson,1827,Swainson,1,3
2959,3,APODIFORMES,Trochilidae,Cynanthus,doubledayi,MA,False,1847,Bourcier,1827,Swainson,2,3
2960,1,APODIFORMES,Trochilidae,Cyanophaia,bicolor,NA,False,1788,Gmelin JF,1854,Reichenbach,1,1
2961,1,APODIFORMES,Trochilidae,Thalurania,ridgwayi,MA,True,1900,Nelson,1848,Gould,5,5
2962,2,APODIFORMES,Trochilidae,Thalurania,colombica,MA SA,False,1843,Bourcier,1848,Gould,3,5
2963,3,APODIFORMES,Trochilidae,Thalurania,furcata,SA,False,1788,Gmelin JF,1848,Gould,1,5
2964,4,APODIFORMES,Trochilidae,Thalurania,watertonii,SA,False,1847,Bourcier,1848,Gould,4,5
2965,5,APODIFORMES,Trochilidae,Thalurania,glaucopis,SA,False,1788,Gmelin JF,1848,Gould,1,5
2966,1,APODIFORMES,Trochilidae,Juliamyia,julie,MA SA,False,1843,Bourcier,1854,Bonaparte,1,1
2967,1,APODIFORMES,Trochilidae,Lepidopyga,coeruleogularis,MA SA,False,1851,Gould,1855,Reichenbach,2,3
2968,2,APODIFORMES,Trochilidae,Lepidopyga,lilliae,SA,True,1917,Stone,1855,Reichenbach,3,3
2969,3,APODIFORMES,Trochilidae,Lepidopyga,goudoti,SA,False,1843,Bourcier,1855,Reichenbach,1,3
2970,1,APODIFORMES,Trochilidae,Hylocharis,eliciae,MA SA,False,1846,Bourcier Mulsant,1831,Boie F,4,6
2971,2,APODIFORMES,Trochilidae,Hylocharis,sapphirina,SA,False,1788,Gmelin JF,1831,Boie F,1,6
2972,3,APODIFORMES,Trochilidae,Hylocharis,cyanus,SA,False,1818,Vieillot,1831,Boie F,3,6
2973,4,APODIFORMES,Trochilidae,Hylocharis,chrysura,SA,False,1812,Shaw,1831,Boie F,2,6
2974,5,APODIFORMES,Trochilidae,Hylocharis,grayi,SA,False,1846,Delattre Bourcier,1831,Boie F,4,6
2975,6,APODIFORMES,Trochilidae,Hylocharis,humboldtii,MA SA,False,1852,Bourcier Mulsant,1831,Boie F,6,6
2976,1,APODIFORMES,Trochilidae,Chrysuronia,oenone,SA,False,1832,Lesson R,1850,Bonaparte,1,1
2977,1,APODIFORMES,Trochilidae,Leucochloris,albicollis,SA,False,1818,Vieillot,1854,Reichenbach,1,1
2978,1,APODIFORMES,Trochilidae,Polytmus,guainumbi,SA,False,1764,Pallas,1760,Brisson,1,3
2979,2,APODIFORMES,Trochilidae,Polytmus,milleri,SA,False,1929,Chapman,1760,Brisson,3,3
2980,3,APODIFORMES,Trochilidae,Polytmus,theresiae,SA,False,1843,Da Silva Maia,1760,Brisson,2,3
2981,1,APODIFORMES,Trochilidae,Leucippus,fallax,SA,False,1843,Bourcier,1850,Bonaparte,1,4
2982,2,APODIFORMES,Trochilidae,Leucippus,baeri,SA,True,1901,Simon,1850,Bonaparte,4,4
2983,3,APODIFORMES,Trochilidae,Leucippus,taczanowskii,SA,False,1879,Sclater PL,1850,Bonaparte,3,4
2984,4,APODIFORMES,Trochilidae,Leucippus,chlorocercus,SA,True,1866,Gould,1850,Bonaparte,2,4
2985,1,APODIFORMES,Trochilidae,Taphrospilus,hypostictus,SA,False,1862,Gould,1910,Simon,1,1
2986,1,APODIFORMES,Trochilidae,Amazilia,chionogaster,SA,False,1846,Tschudi,1843,Lesson R,15,31
2987,2,APODIFORMES,Trochilidae,Amazilia,viridicauda,SA,False,1883,von Berlepsch,1843,Lesson R,28,31
2988,3,APODIFORMES,Trochilidae,Amazilia,rutila,MA,False,1843,Delattre,1843,Lesson R,11,31
2989,4,APODIFORMES,Trochilidae,Amazilia,yucatanensis,MA,False,1845,Cabot S,1843,Lesson R,14,31
2990,5,APODIFORMES,Trochilidae,Amazilia,tzacatl,MA SA,False,1833,de la Llave,1843,Lesson R,10,31
2991,6,APODIFORMES,Trochilidae,Amazilia,castaneiventris,SA,False,1856,Gould,1843,Lesson R,21,31
2992,7,APODIFORMES,Trochilidae,Amazilia,amazilia,SA,False,1827,Lesson R Garnot,1843,Lesson R,5,31
2993,8,APODIFORMES,Trochilidae,Amazilia,leucogaster,SA,False,1788,Gmelin JF,1843,Lesson R,1,31
2994,9,APODIFORMES,Trochilidae,Amazilia,versicolor,SA,False,1818,Vieillot,1843,Lesson R,4,31
2995,10,APODIFORMES,Trochilidae,Amazilia,brevirostris,SA,False,1829,Lesson R,1843,Lesson R,6,31
2996,11,APODIFORMES,Trochilidae,Amazilia,franciae,SA,False,1846,Bourcier Mulsant,1843,Lesson R,15,31
2997,12,APODIFORMES,Trochilidae,Amazilia,candida,MA,False,1846,Bourcier Mulsant,1843,Lesson R,15,31
2998,13,APODIFORMES,Trochilidae,Amazilia,cyanocephala,MA,False,1830,Lesson R,1843,Lesson R,7,31
2999,14,APODIFORMES,Trochilidae,Amazilia,violiceps,NA MA,False,1859,Gould,1843,Lesson R,22,31
3000,15,APODIFORMES,Trochilidae,Amazilia,viridifrons,MA,False,1871,Elliot DG,1843,Lesson R,26,31
3001,16,APODIFORMES,Trochilidae,Amazilia,wagneri,MA,True,1966,Phillips AR,1843,Lesson R,31,31
3002,17,APODIFORMES,Trochilidae,Amazilia,fimbriata,SA,False,1788,Gmelin JF,1843,Lesson R,1,31
3003,18,APODIFORMES,Trochilidae,Amazilia,lactea,SA,False,1832,Lesson R,1843,Lesson R,9,31
3004,19,APODIFORMES,Trochilidae,Amazilia,amabilis,MA SA,False,1853,Gould,1843,Lesson R,20,31
3005,20,APODIFORMES,Trochilidae,Amazilia,decora,MA,False,1891,Salvin,1843,Lesson R,29,31
3006,21,APODIFORMES,Trochilidae,Amazilia,rosenbergi,SA,False,1895,Boucard,1843,Lesson R,30,31
3007,22,APODIFORMES,Trochilidae,Amazilia,boucardi,MA,False,1877,Mulsant,1843,Lesson R,27,31
3008,23,APODIFORMES,Trochilidae,Amazilia,luciae,MA,False,1868,Lawrence,1843,Lesson R,25,31
3009,24,APODIFORMES,Trochilidae,Amazilia,saucerottei,SA,False,1846,Delattre Bourcier,1843,Lesson R,15,31
3010,25,APODIFORMES,Trochilidae,Amazilia,cyanifrons,SA,False,1843,Bourcier,1843,Lesson R,11,31
3011,26,APODIFORMES,Trochilidae,Amazilia,edward,MA,False,1846,Delattre Bourcier,1843,Lesson R,15,31
3012,27,APODIFORMES,Trochilidae,Amazilia,beryllina,MA,False,1830,Deppe,1843,Lesson R,7,31
3013,28,APODIFORMES,Trochilidae,Amazilia,cyanura,MA,True,1859,Gould,1843,Lesson R,22,31
3014,29,APODIFORMES,Trochilidae,Amazilia,hoffmanni,MA,False,1860,Cabanis Heine,1843,Lesson R,24,31
3015,30,APODIFORMES,Trochilidae,Amazilia,viridigaster,SA,False,1843,Bourcier,1843,Lesson R,11,31
3016,31,APODIFORMES,Trochilidae,Amazilia,tobaci,SA,False,1788,Gmelin JF,1843,Lesson R,1,31
3017,1,APODIFORMES,Trochilidae,Microchera,albocoronata,MA,False,1855,Lawrence,1858,Gould,1,1
3018,1,APODIFORMES,Trochilidae,Anthocephala,floriceps,SA,False,1853,Gould,1860,Cabanis Heine,1,2
3019,2,APODIFORMES,Trochilidae,Anthocephala,berlepschi,SA,True,1893,Salvin,1860,Cabanis Heine,2,2
3020,1,APODIFORMES,Trochilidae,Chalybura,buffonii,MA SA,False,1832,Lesson R,1854,Reichenbach,1,2
3021,2,APODIFORMES,Trochilidae,Chalybura,urochrysia,MA SA,False,1861,Gould,1854,Reichenbach,2,2
3022,1,APODIFORMES,Trochilidae,Lampornis,clemenciae,NA MA,False,1830,Lesson R,1827,Swainson,2,8
3023,2,APODIFORMES,Trochilidae,Lampornis,amethystinus,MA,True,1827,Swainson,1827,Swainson,1,8
3024,3,APODIFORMES,Trochilidae,Lampornis,viridipallens,MA,False,1846,Bourcier Mulsant,1827,Swainson,3,8
3025,4,APODIFORMES,Trochilidae,Lampornis,sybillae,MA,False,1892,Salvin Godman,1827,Swainson,8,8
3026,5,APODIFORMES,Trochilidae,Lampornis,hemileucus,MA,False,1865,Salvin,1827,Swainson,5,8
3027,6,APODIFORMES,Trochilidae,Lampornis,calolaemus,MA,False,1865,Salvin,1827,Swainson,5,8
3028,7,APODIFORMES,Trochilidae,Lampornis,castaneoventris,MA,False,1851,Gould,1827,Swainson,4,8
3029,8,APODIFORMES,Trochilidae,Lampornis,cinereicauda,MA,False,1867,Lawrence,1827,Swainson,7,8
3030,1,APODIFORMES,Trochilidae,Basilinna,xantusii,MA,False,1861,Lawrence,1831,Boie F,2,2
3031,2,APODIFORMES,Trochilidae,Basilinna,leucotis,MA,False,1818,Vieillot,1831,Boie F,1,2
3032,1,APODIFORMES,Trochilidae,Lamprolaima,rhami,MA,False,1839,Lesson R,1854,Reichenbach,1,1
3033,1,APODIFORMES,Trochilidae,Adelomyia,melanogenys,SA,False,1840,Fraser,1854,Bonaparte,1,1
3034,1,APODIFORMES,Trochilidae,Phlogophilus,hemileucurus,SA,True,1860,Gould,1860,Gould,1,2
3035,2,APODIFORMES,Trochilidae,Phlogophilus,harterti,SA,True,1901,von Berlepsch Stolzmann,1860,Gould,2,2
3036,1,APODIFORMES,Trochilidae,Clytolaema,rubricauda,SA,False,1783,Boddaert,1853,Gould,1,1
3037,1,APODIFORMES,Trochilidae,Heliodoxa,xanthogonys,SA,True,1882,Salvin Godman,1850,Gould,9,9
3038,2,APODIFORMES,Trochilidae,Heliodoxa,gularis,SA,False,1860,Gould,1850,Gould,7,9
3039,3,APODIFORMES,Trochilidae,Heliodoxa,branickii,SA,False,1874,Taczanowski,1850,Gould,8,9
3040,4,APODIFORMES,Trochilidae,Heliodoxa,schreibersii,SA,False,1847,Bourcier,1850,Gould,4,9
3041,5,APODIFORMES,Trochilidae,Heliodoxa,aurescens,SA,False,1846,Gould,1850,Gould,2,9
3042,6,APODIFORMES,Trochilidae,Heliodoxa,rubinoides,SA,False,1846,Bourcier Mulsant,1850,Gould,2,9
3043,7,APODIFORMES,Trochilidae,Heliodoxa,jacula,MA SA,True,1850,Gould,1850,Gould,5,9
3044,8,APODIFORMES,Trochilidae,Heliodoxa,imperatrix,SA,False,1856,Gould,1850,Gould,6,9
3045,9,APODIFORMES,Trochilidae,Heliodoxa,leadbeateri,SA,False,1843,Bourcier,1850,Gould,1,9
3046,1,APODIFORMES,Trochilidae,Eugenes,fulgens,NA MA,False,1827,Swainson,1856,Gould,1,2
3047,2,APODIFORMES,Trochilidae,Eugenes,spectabilis,MA,False,1867,Lawrence,1856,Gould,2,2
3048,1,APODIFORMES,Trochilidae,Hylonympha,macrocerca,SA,True,1873,Gould,1873,Gould,1,1
3049,1,APODIFORMES,Trochilidae,Sternoclyta,cyanopectus,SA,False,1846,Gould,1858,Gould,1,1
3050,1,APODIFORMES,Trochilidae,Urochroa,bougueri,SA,False,1851,Bourcier,1856,Gould,1,1
3051,1,APODIFORMES,Trochilidae,Boissonneaua,flavescens,SA,False,1832,Loddiges,1854,Reichenbach,1,3
3052,2,APODIFORMES,Trochilidae,Boissonneaua,matthewsii,SA,False,1847,Bourcier,1854,Reichenbach,2,3
3053,3,APODIFORMES,Trochilidae,Boissonneaua,jardini,SA,False,1851,Bourcier,1854,Reichenbach,3,3
3054,1,APODIFORMES,Trochilidae,Aglaeactis,cupripennis,SA,False,1843,Bourcier,1848,Gould,2,4
3055,2,APODIFORMES,Trochilidae,Aglaeactis,aliciae,SA,True,1896,Salvin,1848,Gould,4,4
3056,3,APODIFORMES,Trochilidae,Aglaeactis,castelnaudii,SA,False,1848,Bourcier Mulsant,1848,Gould,3,4
3057,4,APODIFORMES,Trochilidae,Aglaeactis,pamela,SA,False,1838,d'Orbigny,1848,Gould,1,4
3058,1,APODIFORMES,Trochilidae,Oreotrochilus,chimborazo,SA,False,1846,Delattre Bourcier,1847,Gould,3,5
3059,2,APODIFORMES,Trochilidae,Oreotrochilus,estella,SA,False,1838,d'Orbigny,1847,Gould,1,5
3060,3,APODIFORMES,Trochilidae,Oreotrochilus,leucopleurus,SA,True,1847,Gould,1847,Gould,4,5
3061,4,APODIFORMES,Trochilidae,Oreotrochilus,melanogaster,SA,True,1847,Gould,1847,Gould,4,5
3062,5,APODIFORMES,Trochilidae,Oreotrochilus,adela,SA,False,1838,d'Orbigny,1847,Gould,1,5
3063,1,APODIFORMES,Trochilidae,Lafresnaya,lafresnayi,SA,False,1840,Boissonneau,1850,Bonaparte,1,1
3064,1,APODIFORMES,Trochilidae,Coeligena,coeligena,SA,False,1833,Lesson R,1833,Lesson R,1,11
3065,2,APODIFORMES,Trochilidae,Coeligena,wilsoni,SA,False,1846,Delattre Bourcier,1833,Lesson R,6,11
3066,3,APODIFORMES,Trochilidae,Coeligena,prunellei,SA,False,1843,Bourcier,1833,Lesson R,5,11
3067,4,APODIFORMES,Trochilidae,Coeligena,torquata,SA,False,1840,Boissonneau,1833,Lesson R,3,11
3068,5,APODIFORMES,Trochilidae,Coeligena,phalerata,SA,False,1898,Bangs,1833,Lesson R,10,11
3069,6,APODIFORMES,Trochilidae,Coeligena,bonapartei,SA,False,1840,Boissonneau,1833,Lesson R,3,11
3070,7,APODIFORMES,Trochilidae,Coeligena,orina,SA,True,1953,Wetmore,1833,Lesson R,11,11
3071,8,APODIFORMES,Trochilidae,Coeligena,helianthea,SA,False,1839,Lesson R,1833,Lesson R,2,11
3072,9,APODIFORMES,Trochilidae,Coeligena,lutetiae,SA,False,1846,Delattre Bourcier,1833,Lesson R,6,11
3073,10,APODIFORMES,Trochilidae,Coeligena,violifer,SA,False,1846,Gould,1833,Lesson R,6,11
3074,11,APODIFORMES,Trochilidae,Coeligena,iris,SA,False,1853,Gould,1833,Lesson R,9,11
3075,1,APODIFORMES,Trochilidae,Ensifera,ensifera,SA,False,1840,Boissonneau,1843,Lesson R,1,1
3076,1,APODIFORMES,Trochilidae,Pterophanes,cyanopterus,SA,False,1840,Fraser,1849,Gould,1,1
3077,1,APODIFORMES,Trochilidae,Patagona,gigas,SA,False,1824,Vieillot,1840,Gray GR,1,1
3078,1,APODIFORMES,Trochilidae,Sephanoides,sephaniodes,SA,False,1827,Lesson R Garnot,1840,Gray GR,1,2
3079,2,APODIFORMES,Trochilidae,Sephanoides,fernandensis,SA,False,1831,King PP,1840,Gray GR,2,2
3080,1,APODIFORMES,Trochilidae,Heliangelus,mavors,SA,True,1848,Gould,1848,Gould,6,9
3081,2,APODIFORMES,Trochilidae,Heliangelus,amethysticollis,SA,False,1838,d'Orbigny Lafresnaye,1848,Gould,1,9
3082,3,APODIFORMES,Trochilidae,Heliangelus,clarisse,SA,False,1841,Longuemare,1848,Gould,3,9
3083,4,APODIFORMES,Trochilidae,Heliangelus,spencei,SA,False,1847,Bourcier,1848,Gould,5,9
3084,5,APODIFORMES,Trochilidae,Heliangelus,strophianus,SA,False,1846,Gould,1848,Gould,4,9
3085,6,APODIFORMES,Trochilidae,Heliangelus,exortis,SA,False,1840,Fraser,1848,Gould,2,9
3086,7,APODIFORMES,Trochilidae,Heliangelus,micraster,SA,True,1872,Gould,1848,Gould,8,9
3087,8,APODIFORMES,Trochilidae,Heliangelus,viola,SA,True,1853,Gould,1848,Gould,7,9
3088,9,APODIFORMES,Trochilidae,Heliangelus,regalis,SA,True,1979,Fitzpatrick Willard Terborgh,1848,Gould,9,9
3089,1,APODIFORMES,Trochilidae,Eriocnemis,nigrivestis,SA,False,1852,Bourcier Mulsant,1849,Reichenbach,9,11
3090,2,APODIFORMES,Trochilidae,Eriocnemis,isabellae,SA,True,2007,Cortés-Diago Ortega Mazariegos-Hurtado Weller,1849,Reichenbach,11,11
3091,3,APODIFORMES,Trochilidae,Eriocnemis,vestita,SA,False,1839,Lesson R,1849,Reichenbach,2,11
3092,4,APODIFORMES,Trochilidae,Eriocnemis,derbyi,SA,False,1846,Delattre Bourcier,1849,Reichenbach,5,11
3093,5,APODIFORMES,Trochilidae,Eriocnemis,godini,SA,False,1851,Bourcier,1849,Reichenbach,8,11
3094,6,APODIFORMES,Trochilidae,Eriocnemis,cupreoventris,SA,False,1840,Fraser,1849,Reichenbach,3,11
3095,7,APODIFORMES,Trochilidae,Eriocnemis,luciani,SA,False,1847,Bourcier,1849,Reichenbach,7,11
3096,8,APODIFORMES,Trochilidae,Eriocnemis,mosquera,SA,False,1846,Delattre Bourcier,1849,Reichenbach,5,11
3097,9,APODIFORMES,Trochilidae,Eriocnemis,glaucopoides,SA,False,1838,d'Orbigny Lafresnaye,1849,Reichenbach,1,11
3098,10,APODIFORMES,Trochilidae,Eriocnemis,mirabilis,SA,True,1967,Meyer de Schauensee,1849,Reichenbach,10,11
3099,11,APODIFORMES,Trochilidae,Eriocnemis,aline,SA,False,1843,Bourcier,1849,Reichenbach,4,11
3100,1,APODIFORMES,Trochilidae,Haplophaedia,aureliae,MA SA,False,1846,Bourcier Mulsant,1918,Simon,1,3
3101,2,APODIFORMES,Trochilidae,Haplophaedia,assimilis,SA,False,1876,Elliot DG,1918,Simon,3,3
3102,3,APODIFORMES,Trochilidae,Haplophaedia,lugens,SA,False,1852,Gould,1918,Simon,2,3
3103,1,APODIFORMES,Trochilidae,Urosticte,benjamini,SA,False,1851,Bourcier,1853,Gould,1,2
3104,2,APODIFORMES,Trochilidae,Urosticte,ruficrissa,SA,True,1864,Lawrence,1853,Gould,2,2
3105,1,APODIFORMES,Trochilidae,Ocreatus,underwoodii,SA,False,1832,Lesson R,1846,Gould,1,3
3106,2,APODIFORMES,Trochilidae,Ocreatus,peruanus,SA,False,1849,Gould,1846,Gould,3,3
3107,3,APODIFORMES,Trochilidae,Ocreatus,addae,SA,False,1846,Bourcier,1846,Gould,2,3
3108,1,APODIFORMES,Trochilidae,Lesbia,victoriae,SA,False,1846,Bourcier Mulsant,1833,Lesson R,2,2
3109,2,APODIFORMES,Trochilidae,Lesbia,nuna,SA,False,1832,Lesson R,1833,Lesson R,1,2
3110,1,APODIFORMES,Trochilidae,Sappho,sparganurus,SA,False,1812,Shaw,1849,Reichenbach,1,1
3111,1,APODIFORMES,Trochilidae,Polyonymus,caroli,SA,False,1847,Bourcier,1863,Heine,1,1
3112,1,APODIFORMES,Trochilidae,Ramphomicron,dorsale,SA,True,1880,Salvin Godman,1850,Bonaparte,2,2
3113,2,APODIFORMES,Trochilidae,Ramphomicron,microrhynchum,SA,False,1840,Boissonneau,1850,Bonaparte,1,2
3114,1,APODIFORMES,Trochilidae,Oreonympha,nobilis,SA,True,1869,Gould,1869,Gould,1,1
3115,1,APODIFORMES,Trochilidae,Oxypogon,guerinii,SA,False,1840,Boissonneau,1848,Gould,1,4
3116,2,APODIFORMES,Trochilidae,Oxypogon,cyanolaemus,SA,True,1880,Salvin Godman,1848,Gould,3,4
3117,3,APODIFORMES,Trochilidae,Oxypogon,lindenii,SA,False,1845,Parzudaki,1848,Gould,2,4
3118,4,APODIFORMES,Trochilidae,Oxypogon,stuebelii,SA,True,1884,Meyer AB,1848,Gould,4,4
3119,1,APODIFORMES,Trochilidae,Metallura,tyrianthina,SA,False,1832,Loddiges,1847,Gould,1,9
3120,2,APODIFORMES,Trochilidae,Metallura,iracunda,SA,True,1946,Wetmore,1847,Gould,8,9
3121,3,APODIFORMES,Trochilidae,Metallura,williami,SA,False,1846,Delattre Bourcier,1847,Gould,3,9
3122,4,APODIFORMES,Trochilidae,Metallura,baroni,SA,True,1893,Salvin,1847,Gould,6,9
3123,5,APODIFORMES,Trochilidae,Metallura,odomae,SA,True,1980,Graves GR,1847,Gould,9,9
3124,6,APODIFORMES,Trochilidae,Metallura,theresiae,SA,True,1902,Simon,1847,Gould,7,9
3125,7,APODIFORMES,Trochilidae,Metallura,eupogon,SA,False,1874,Cabanis,1847,Gould,5,9
3126,8,APODIFORMES,Trochilidae,Metallura,aeneocauda,SA,False,1846,Gould,1847,Gould,3,9
3127,9,APODIFORMES,Trochilidae,Metallura,phoebe,SA,False,1839,Lesson R Delattre,1847,Gould,2,9
3128,1,APODIFORMES,Trochilidae,Chalcostigma,ruficeps,SA,False,1846,Gould,1854,Reichenbach,2,5
3129,2,APODIFORMES,Trochilidae,Chalcostigma,olivaceum,SA,False,1864,Lawrence,1854,Reichenbach,5,5
3130,3,APODIFORMES,Trochilidae,Chalcostigma,stanleyi,SA,False,1851,Bourcier,1854,Reichenbach,4,5
3131,4,APODIFORMES,Trochilidae,Chalcostigma,heteropogon,SA,False,1840,Boissonneau,1854,Reichenbach,1,5
3132,5,APODIFORMES,Trochilidae,Chalcostigma,herrani,SA,False,1846,Delattre Bourcier,1854,Reichenbach,2,5
3133,1,APODIFORMES,Trochilidae,Opisthoprora,euryptera,SA,False,1832,Loddiges,1860,Cabanis Heine,1,1
3134,1,APODIFORMES,Trochilidae,Taphrolesbia,griseiventris,SA,False,1883,Taczanowski,1918,Simon,1,1
3135,1,APODIFORMES,Trochilidae,Aglaiocercus,kingii,SA,False,1832,Lesson R,1930,Zimmer JT,1,3
3136,2,APODIFORMES,Trochilidae,Aglaiocercus,berlepschi,SA,False,1898,Hartert,1930,Zimmer JT,3,3
3137,3,APODIFORMES,Trochilidae,Aglaiocercus,coelestis,SA,False,1861,Gould,1930,Zimmer JT,2,3
3138,1,APODIFORMES,Trochilidae,Augastes,scutatus,SA,False,1824,Temminck,1849,Gould,1,2
3139,2,APODIFORMES,Trochilidae,Augastes,lumachella,SA,False,1839,Lesson R,1849,Gould,2,2
3140,1,APODIFORMES,Trochilidae,Schistes,geoffroyi,SA,False,1843,Bourcier,1852,Gould,1,2
3141,2,APODIFORMES,Trochilidae,Schistes,albogularis,SA,True,1852,Gould,1852,Gould,2,2
3142,1,APODIFORMES,Trochilidae,Heliothryx,barroti,MA SA,False,1843,Bourcier,1831,Boie F,2,2
3143,2,APODIFORMES,Trochilidae,Heliothryx,auritus,SA,False,1788,Gmelin JF,1831,Boie F,1,2
3144,1,APODIFORMES,Trochilidae,Heliactin,bilophus,SA,False,1820,Temminck,1831,Boie F,1,1
3145,1,APODIFORMES,Trochilidae,Loddigesia,mirabilis,SA,False,1847,Bourcier,1850,Bonaparte,1,1
3146,1,APODIFORMES,Trochilidae,Heliomaster,constantii,MA,False,1843,Delattre,1850,Bonaparte,4,4
3147,2,APODIFORMES,Trochilidae,Heliomaster,longirostris,MA SA,False,1801,Audebert Vieillot,1850,Bonaparte,1,4
3148,3,APODIFORMES,Trochilidae,Heliomaster,squamosus,SA,False,1823,Temminck,1850,Bonaparte,3,4
3149,4,APODIFORMES,Trochilidae,Heliomaster,furcifer,SA,False,1812,Shaw,1850,Bonaparte,2,4
3150,1,APODIFORMES,Trochilidae,Rhodopis,vesper,SA,False,1829,Lesson R,1854,Reichenbach,1,1
3151,1,APODIFORMES,Trochilidae,Thaumastura,cora,SA,False,1827,Lesson R Garnot,1850,Bonaparte,1,1
3152,1,APODIFORMES,Trochilidae,Tilmatura,dupontii,MA,False,1832,Lesson R,1854,Reichenbach,1,1
3153,1,APODIFORMES,Trochilidae,Doricha,enicura,MA,False,1818,Vieillot,1854,Reichenbach,1,2
