,Rank,Order,Family,Genus,Species,BreedRegion,OrigG,SDate,SAuthors,GDate,GAuthors,DateRank,SpG
9084,13,PASSERIFORMES,Muscicapidae,Monticola,sharpei,AF,False,1871,Gray GR,1822,Boie F,12,13
9085,1,PASSERIFORMES,Muscicapidae,Saxicola,rubetra,EU,False,1758,Linnaeus,1802,Bechstein,1,15
9086,2,PASSERIFORMES,Muscicapidae,Saxicola,macrorhynchus,OR,False,1872,Stoliczka,1802,Bechstein,13,15
9087,3,PASSERIFORMES,Muscicapidae,Saxicola,insignis,EU,True,1847,Gray JE Gray GR,1802,Bechstein,9,15
9088,4,PASSERIFORMES,Muscicapidae,Saxicola,dacotiae,AF,False,1889,Meade-Waldo,1802,Bechstein,14,15
9089,5,PASSERIFORMES,Muscicapidae,Saxicola,rubicola,EU,False,1766,Linnaeus,1802,Bechstein,2,15
9090,6,PASSERIFORMES,Muscicapidae,Saxicola,maurus,EU,False,1773,Pallas,1802,Bechstein,6,15
9091,7,PASSERIFORMES,Muscicapidae,Saxicola,stejnegeri,EU,False,1908,Parrot,1802,Bechstein,15,15
9092,8,PASSERIFORMES,Muscicapidae,Saxicola,torquatus,AF,False,1766,Linnaeus,1802,Bechstein,2,15
9093,9,PASSERIFORMES,Muscicapidae,Saxicola,sibilla,AF,False,1766,Linnaeus,1802,Bechstein,2,15
9094,10,PASSERIFORMES,Muscicapidae,Saxicola,tectes,IO,False,1789,Gmelin JF,1802,Bechstein,7,15
9095,11,PASSERIFORMES,Muscicapidae,Saxicola,leucurus,OR,False,1847,Blyth,1802,Bechstein,9,15
9096,12,PASSERIFORMES,Muscicapidae,Saxicola,caprata,EU OR AU,False,1766,Linnaeus,1802,Bechstein,2,15
9097,13,PASSERIFORMES,Muscicapidae,Saxicola,jerdoni,OR,False,1867,Blyth,1802,Bechstein,12,15
9098,14,PASSERIFORMES,Muscicapidae,Saxicola,ferreus,OR,True,1847,Gray JE Gray GR,1802,Bechstein,9,15
9099,15,PASSERIFORMES,Muscicapidae,Saxicola,gutturalis,AU,False,1818,Vieillot,1802,Bechstein,8,15
9100,1,PASSERIFORMES,Muscicapidae,Campicoloides,bifasciatus,AF,False,1829,Temminck,1922,Roberts,1,1
9101,1,PASSERIFORMES,Muscicapidae,Emarginata,sinuata,AF,False,1858,Sundevall,1896,Shelley,3,3
9102,2,PASSERIFORMES,Muscicapidae,Emarginata,schlegelii,AF,False,1855,Wahlberg,1896,Shelley,2,3
9103,3,PASSERIFORMES,Muscicapidae,Emarginata,tractrac,AF,False,1817,Wilkes,1896,Shelley,1,3
9104,1,PASSERIFORMES,Muscicapidae,Pinarochroa,sordida,AF,False,1837,Rüppell,1872,Sundevall,1,1
9105,1,PASSERIFORMES,Muscicapidae,Thamnolaea,cinnamomeiventris,AF,False,1836,Lafresnaye,1850,Cabanis,1,2
9106,2,PASSERIFORMES,Muscicapidae,Thamnolaea,coronata,AF,True,1902,Reichenow,1850,Cabanis,2,2
9107,1,PASSERIFORMES,Muscicapidae,Myrmecocichla,nigra,AF,False,1818,Vieillot,1850,Cabanis,2,8
9108,2,PASSERIFORMES,Muscicapidae,Myrmecocichla,aethiops,AF,True,1850,Cabanis,1850,Cabanis,5,8
9109,3,PASSERIFORMES,Muscicapidae,Myrmecocichla,tholloni,AF,False,1886,Oustalet,1850,Cabanis,8,8
9110,4,PASSERIFORMES,Muscicapidae,Myrmecocichla,formicivora,AF,False,1817,Wilkes,1850,Cabanis,1,8
9111,5,PASSERIFORMES,Muscicapidae,Myrmecocichla,melaena,AF,False,1837,Rüppell,1850,Cabanis,4,8
9112,6,PASSERIFORMES,Muscicapidae,Myrmecocichla,monticola,AF,False,1818,Vieillot,1850,Cabanis,2,8
9113,7,PASSERIFORMES,Muscicapidae,Myrmecocichla,arnotti,AF,False,1869,Tristram,1850,Cabanis,6,8
9114,8,PASSERIFORMES,Muscicapidae,Myrmecocichla,collaris,AF,True,1882,Reichenow,1850,Cabanis,7,8
9115,1,PASSERIFORMES,Muscicapidae,Oenanthe,oenanthe,EU,False,1758,Linnaeus,1816,Vieillot,1,28
9116,2,PASSERIFORMES,Muscicapidae,Oenanthe,pileata,AF,False,1789,Gmelin JF,1816,Vieillot,4,28
9117,3,PASSERIFORMES,Muscicapidae,Oenanthe,bottae,EU AF,False,1854,Bonaparte,1816,Vieillot,18,28
9118,4,PASSERIFORMES,Muscicapidae,Oenanthe,heuglini,AF,False,1870,Finsch Hartlaub,1816,Vieillot,23,28
9119,5,PASSERIFORMES,Muscicapidae,Oenanthe,isabellina,EU,False,1829,Temminck,1816,Vieillot,12,28
9120,6,PASSERIFORMES,Muscicapidae,Oenanthe,monacha,EU,False,1825,Temminck,1816,Vieillot,10,28
9121,7,PASSERIFORMES,Muscicapidae,Oenanthe,deserti,EU,False,1825,Temminck,1816,Vieillot,10,28
9122,8,PASSERIFORMES,Muscicapidae,Oenanthe,hispanica,EU,False,1758,Linnaeus,1816,Vieillot,1,28
9123,9,PASSERIFORMES,Muscicapidae,Oenanthe,cypriaca,EU,False,1884,Homeyer,1816,Vieillot,26,28
9124,10,PASSERIFORMES,Muscicapidae,Oenanthe,pleschanka,EU,False,1770,Lepechin,1816,Vieillot,3,28
9125,11,PASSERIFORMES,Muscicapidae,Oenanthe,albifrons,AF,False,1837,Rüppell,1816,Vieillot,14,28
9126,12,PASSERIFORMES,Muscicapidae,Oenanthe,phillipsi,AF,False,1885,Shelley,1816,Vieillot,27,28
9127,13,PASSERIFORMES,Muscicapidae,Oenanthe,moesta,EU AF,False,1823,Lichtenstein MHK,1816,Vieillot,7,28
9128,14,PASSERIFORMES,Muscicapidae,Oenanthe,melanura,EU AF,False,1824,Temminck,1816,Vieillot,9,28
9129,15,PASSERIFORMES,Muscicapidae,Oenanthe,familiaris,AF,False,1817,Wilkes,1816,Vieillot,6,28
9130,16,PASSERIFORMES,Muscicapidae,Oenanthe,scotocerca,AF,False,1869,Heuglin,1816,Vieillot,21,28
9131,17,PASSERIFORMES,Muscicapidae,Oenanthe,dubia,AF,False,1899,Blundell Lovat,1816,Vieillot,28,28
9132,18,PASSERIFORMES,Muscicapidae,Oenanthe,fusca,OR,False,1851,Blyth,1816,Vieillot,17,28
9133,19,PASSERIFORMES,Muscicapidae,Oenanthe,picata,EU,False,1847,Blyth,1816,Vieillot,16,28
9134,20,PASSERIFORMES,Muscicapidae,Oenanthe,leucura,EU,False,1789,Gmelin JF,1816,Vieillot,4,28
9135,21,PASSERIFORMES,Muscicapidae,Oenanthe,lugubris,AF,False,1837,Rüppell,1816,Vieillot,14,28
9136,22,PASSERIFORMES,Muscicapidae,Oenanthe,leucopyga,AF EU,False,1855,Brehm CL,1816,Vieillot,19,28
9137,23,PASSERIFORMES,Muscicapidae,Oenanthe,albonigra,EU,False,1872,Hume,1816,Vieillot,24,28
9138,24,PASSERIFORMES,Muscicapidae,Oenanthe,finschii,EU,False,1869,Heuglin,1816,Vieillot,21,28
9139,25,PASSERIFORMES,Muscicapidae,Oenanthe,lugens,EU AF,False,1823,Lichtenstein MHK,1816,Vieillot,7,28
9140,26,PASSERIFORMES,Muscicapidae,Oenanthe,lugentoides,EU,False,1881,Seebohm,1816,Vieillot,25,28
9141,27,PASSERIFORMES,Muscicapidae,Oenanthe,xanthoprymna,EU,False,1833,Hemprich Ehrenberg,1816,Vieillot,13,28
9142,28,PASSERIFORMES,Muscicapidae,Oenanthe,chrysopygia,EU,False,1863,de Filippi,1816,Vieillot,20,28
9143,1,PASSERIFORMES,Muscicapidae,Pinarornis,plumosus,AF,True,1876,Sharpe,1876,Sharpe,1,1
9144,1,PASSERIFORMES,Muscicapidae,Namibornis,herero,AF,False,1931,Meyer de Schauensee,1935,Bradfield,1,1
9145,1,PASSERIFORMES,Muscicapidae,Humblotia,flavirostris,AF,True,1885,Milne-Edwards Oustalet,1885,Milne-Edwards Oustalet,1,1
9146,1,PASSERIFORMES,Cinclidae,Cinclus,cinclus,EU,False,1758,Linnaeus,1797,von Borkhausen,1,5
9147,2,PASSERIFORMES,Cinclidae,Cinclus,pallasii,EU,True,1820,Temminck,1797,von Borkhausen,2,5
9148,3,PASSERIFORMES,Cinclidae,Cinclus,mexicanus,NA MA,True,1827,Swainson,1797,von Borkhausen,3,5
9149,4,PASSERIFORMES,Cinclidae,Cinclus,leucocephalus,SA,True,1844,Tschudi,1797,von Borkhausen,4,5
9150,5,PASSERIFORMES,Cinclidae,Cinclus,schulzii,SA,True,1882,Cabanis,1797,von Borkhausen,5,5
9151,1,PASSERIFORMES,Chloropseidae,Chloropsis,flavipennis,OR,False,1878,Tweeddale,1827,Jardine Selby,10,11
9152,2,PASSERIFORMES,Chloropseidae,Chloropsis,palawanensis,OR,False,1876,Sharpe,1827,Jardine Selby,9,11
9153,3,PASSERIFORMES,Chloropseidae,Chloropsis,sonnerati,OR,True,1827,Jardine Selby,1827,Jardine Selby,2,11
9154,4,PASSERIFORMES,Chloropseidae,Chloropsis,cyanopogon,OR,False,1830,Temminck,1827,Jardine Selby,4,11
9155,5,PASSERIFORMES,Chloropseidae,Chloropsis,cochinchinensis,OR,False,1789,Gmelin JF,1827,Jardine Selby,1,11
9156,6,PASSERIFORMES,Chloropseidae,Chloropsis,kinabaluensis,OR,True,1887,Sharpe,1827,Jardine Selby,11,11
9157,7,PASSERIFORMES,Chloropseidae,Chloropsis,jerdoni,OR,False,1844,Blyth,1827,Jardine Selby,6,11
9158,8,PASSERIFORMES,Chloropseidae,Chloropsis,aurifrons,OR,False,1829,Temminck,1827,Jardine Selby,3,11
9159,9,PASSERIFORMES,Chloropseidae,Chloropsis,media,OR,False,1850,Bonaparte,1827,Jardine Selby,7,11
9160,10,PASSERIFORMES,Chloropseidae,Chloropsis,hardwickii,OR,True,1830,Jardine Selby,1827,Jardine Selby,4,11
9161,11,PASSERIFORMES,Chloropseidae,Chloropsis,venusta,OR,False,1850,Bonaparte,1827,Jardine Selby,7,11
9162,1,PASSERIFORMES,Dicaeidae,Prionochilus,olivaceus,OR,True,1877,Tweeddale,1841,Strickland,5,6
9163,2,PASSERIFORMES,Dicaeidae,Prionochilus,maculatus,OR,False,1836,Temminck,1841,Strickland,2,6
9164,3,PASSERIFORMES,Dicaeidae,Prionochilus,percussus,OR,False,1826,Temminck,1841,Strickland,1,6
9165,4,PASSERIFORMES,Dicaeidae,Prionochilus,plateni,OR,True,1888,Blasius W,1841,Strickland,6,6
9166,5,PASSERIFORMES,Dicaeidae,Prionochilus,xanthopygius,OR,True,1868,Salvadori,1841,Strickland,4,6
9167,6,PASSERIFORMES,Dicaeidae,Prionochilus,thoracicus,OR,False,1836,Temminck,1841,Strickland,2,6
9168,1,PASSERIFORMES,Dicaeidae,Dicaeum,annae,AU,False,1894,Büttikofer,1816,Cuvier,37,42
9169,2,PASSERIFORMES,Dicaeidae,Dicaeum,agile,OR,False,1833,Tickell,1816,Cuvier,11,42
9170,3,PASSERIFORMES,Dicaeidae,Dicaeum,aeruginosum,OR,False,1894,Bourns Worcester,1816,Cuvier,37,42
9171,4,PASSERIFORMES,Dicaeidae,Dicaeum,everetti,OR,False,1877,Sharpe,1816,Cuvier,30,42
9172,5,PASSERIFORMES,Dicaeidae,Dicaeum,proprium,OR,True,1966,Ripley Rabor,1816,Cuvier,42,42
9173,6,PASSERIFORMES,Dicaeidae,Dicaeum,chrysorrheum,OR,True,1829,Temminck,1816,Cuvier,8,42
9174,7,PASSERIFORMES,Dicaeidae,Dicaeum,melanoxanthum,OR,False,1843,Blyth,1816,Cuvier,14,42
9175,8,PASSERIFORMES,Dicaeidae,Dicaeum,vincens,OR,False,1872,Sclater PL,1816,Cuvier,24,42
9176,9,PASSERIFORMES,Dicaeidae,Dicaeum,aureolimbatum,AU,False,1865,Wallace,1816,Cuvier,22,42
9177,10,PASSERIFORMES,Dicaeidae,Dicaeum,nigrilore,OR,True,1904,Hartert,1816,Cuvier,40,42
9178,11,PASSERIFORMES,Dicaeidae,Dicaeum,anthonyi,OR,False,1914,McGregor,1816,Cuvier,41,42
9179,12,PASSERIFORMES,Dicaeidae,Dicaeum,bicolor,OR,False,1894,Bourns Worcester,1816,Cuvier,37,42
9180,13,PASSERIFORMES,Dicaeidae,Dicaeum,australe,OR,False,1783,Hermann,1816,Cuvier,2,42
9181,14,PASSERIFORMES,Dicaeidae,Dicaeum,haematostictum,OR,True,1876,Sharpe,1816,Cuvier,28,42
9182,15,PASSERIFORMES,Dicaeidae,Dicaeum,retrocinctum,OR,True,1872,Gould,1816,Cuvier,24,42
9183,16,PASSERIFORMES,Dicaeidae,Dicaeum,quadricolor,OR,False,1878,Tweeddale,1816,Cuvier,32,42
9184,17,PASSERIFORMES,Dicaeidae,Dicaeum,trigonostigma,OR,False,1786,Scopoli,1816,Cuvier,3,42
9185,18,PASSERIFORMES,Dicaeidae,Dicaeum,hypoleucum,OR,True,1876,Sharpe,1816,Cuvier,28,42
9186,19,PASSERIFORMES,Dicaeidae,Dicaeum,erythrorhynchos,OR,False,1790,Latham,1816,Cuvier,5,42
9187,20,PASSERIFORMES,Dicaeidae,Dicaeum,concolor,OR,True,1840,Jerdon,1816,Cuvier,13,42
9188,21,PASSERIFORMES,Dicaeidae,Dicaeum,minullum,OR,True,1870,Swinhoe,1816,Cuvier,23,42
9189,22,PASSERIFORMES,Dicaeidae,Dicaeum,virescens,OR,True,1873,Hume,1816,Cuvier,26,42
9190,23,PASSERIFORMES,Dicaeidae,Dicaeum,pygmaeum,OR,False,1833,Kittlitz,1816,Cuvier,11,42
9191,24,PASSERIFORMES,Dicaeidae,Dicaeum,nehrkorni,AU,True,1886,Blasius W,1816,Cuvier,34,42
9192,25,PASSERIFORMES,Dicaeidae,Dicaeum,erythrothorax,AU,True,1828,Lesson R Garnot,1816,Cuvier,7,42
9193,26,PASSERIFORMES,Dicaeidae,Dicaeum,schistaceiceps,AU,True,1861,Gray GR,1816,Cuvier,19,42
9194,27,PASSERIFORMES,Dicaeidae,Dicaeum,vulneratum,AU,True,1863,Wallace,1816,Cuvier,20,42
9195,28,PASSERIFORMES,Dicaeidae,Dicaeum,pectorale,AU,True,1843,Müller S,1816,Cuvier,14,42
9196,29,PASSERIFORMES,Dicaeidae,Dicaeum,geelvinkianum,AU,True,1874,Meyer AB,1816,Cuvier,27,42
9197,30,PASSERIFORMES,Dicaeidae,Dicaeum,nitidum,AU,True,1889,Tristram,1816,Cuvier,36,42
9198,31,PASSERIFORMES,Dicaeidae,Dicaeum,eximium,AU,True,1877,Sclater PL,1816,Cuvier,30,42
9199,32,PASSERIFORMES,Dicaeidae,Dicaeum,aeneum,AU,True,1853,Pucheran,1816,Cuvier,18,42
9200,33,PASSERIFORMES,Dicaeidae,Dicaeum,tristrami,AU,True,1884,Sharpe,1816,Cuvier,33,42
9201,34,PASSERIFORMES,Dicaeidae,Dicaeum,igniferum,AU,True,1864,Wallace,1816,Cuvier,21,42
9202,35,PASSERIFORMES,Dicaeidae,Dicaeum,maugei,AU,True,1830,Lesson R,1816,Cuvier,10,42
9203,36,PASSERIFORMES,Dicaeidae,Dicaeum,hirundinaceum,AU,False,1792,Shaw,1816,Cuvier,6,42
9204,37,PASSERIFORMES,Dicaeidae,Dicaeum,celebicum,AU,True,1843,Müller S,1816,Cuvier,14,42
9205,38,PASSERIFORMES,Dicaeidae,Dicaeum,monticolum,OR,True,1887,Sharpe,1816,Cuvier,35,42
9206,39,PASSERIFORMES,Dicaeidae,Dicaeum,ignipectus,OR,False,1843,Blyth,1816,Cuvier,14,42
9207,40,PASSERIFORMES,Dicaeidae,Dicaeum,sanguinolentum,OR,True,1829,Temminck,1816,Cuvier,8,42
9208,41,PASSERIFORMES,Dicaeidae,Dicaeum,cruentatum,OR,False,1758,Linnaeus,1816,Cuvier,1,42
9209,42,PASSERIFORMES,Dicaeidae,Dicaeum,trochileum,OR,False,1789,Sparrman,1816,Cuvier,4,42
9210,1,PASSERIFORMES,Nectariniidae,Chalcoparia,singalensis,OR,False,1789,Gmelin JF,1850,Cabanis,1,1
9211,1,PASSERIFORMES,Nectariniidae,Deleornis,fraseri,AF,False,1843,Jardine Selby,1977,Wolters,1,2
9212,2,PASSERIFORMES,Nectariniidae,Deleornis,axillaris,AF,False,1893,Reichenow,1977,Wolters,2,2
9213,1,PASSERIFORMES,Nectariniidae,Anthreptes,reichenowi,AF,True,1909,Gunning,1832,Swainson,13,14
9214,2,PASSERIFORMES,Nectariniidae,Anthreptes,anchietae,AF,False,1878,Barboza du Bocage,1832,Swainson,7,14
9215,3,PASSERIFORMES,Nectariniidae,Anthreptes,simplex,OR,False,1843,Müller S,1832,Swainson,4,14
9216,4,PASSERIFORMES,Nectariniidae,Anthreptes,malacensis,OR,False,1786,Scopoli,1832,Swainson,1,14
9217,5,PASSERIFORMES,Nectariniidae,Anthreptes,griseigularis,OR,True,1878,Tweeddale,1832,Swainson,7,14
9218,6,PASSERIFORMES,Nectariniidae,Anthreptes,rhodolaemus,OR,True,1878,Shelley,1832,Swainson,7,14
9219,7,PASSERIFORMES,Nectariniidae,Anthreptes,gabonicus,AF,False,1861,Hartlaub,1832,Swainson,6,14
9220,8,PASSERIFORMES,Nectariniidae,Anthreptes,longuemarei,AF,False,1831,Lesson R,1832,Swainson,3,14
9221,9,PASSERIFORMES,Nectariniidae,Anthreptes,orientalis,AF,True,1880,Hartlaub,1832,Swainson,10,14
9222,10,PASSERIFORMES,Nectariniidae,Anthreptes,neglectus,AF,True,1922,Neumann,1832,Swainson,14,14
9223,11,PASSERIFORMES,Nectariniidae,Anthreptes,aurantius,AF,True,1851,Verreaux J Verreaux E,1832,Swainson,5,14
9224,12,PASSERIFORMES,Nectariniidae,Anthreptes,seimundi,AF,False,1908,Ogilvie-Grant,1832,Swainson,12,14
9225,13,PASSERIFORMES,Nectariniidae,Anthreptes,rectirostris,AF,False,1812,Shaw,1832,Swainson,2,14
9226,14,PASSERIFORMES,Nectariniidae,Anthreptes,rubritorques,AF,True,1905,Reichenow,1832,Swainson,11,14
9227,1,PASSERIFORMES,Nectariniidae,Hedydipna,collaris,AF,False,1819,Vieillot,1850,Cabanis,1,4
9228,2,PASSERIFORMES,Nectariniidae,Hedydipna,platura,AF,False,1819,Vieillot,1850,Cabanis,1,4
9229,3,PASSERIFORMES,Nectariniidae,Hedydipna,metallica,AF,False,1823,Lichtenstein MHK,1850,Cabanis,3,4
9230,4,PASSERIFORMES,Nectariniidae,Hedydipna,pallidigaster,AF,False,1935,Sclater WL Moreau,1850,Cabanis,4,4
9231,1,PASSERIFORMES,Nectariniidae,Hypogramma,hypogrammicum,OR,False,1843,Müller S,1853,Reichenbach,1,1
9232,1,PASSERIFORMES,Nectariniidae,Anabathmis,reichenbachii,AF,False,1857,Hartlaub,1905,Reichenow,1,3
9233,2,PASSERIFORMES,Nectariniidae,Anabathmis,hartlaubii,AF,False,1857,Hartlaub,1905,Reichenow,1,3
9234,3,PASSERIFORMES,Nectariniidae,Anabathmis,newtonii,AF,False,1887,Barboza du Bocage,1905,Reichenow,3,3
9235,1,PASSERIFORMES,Nectariniidae,Dreptes,thomensis,AF,False,1889,Barboza du Bocage,1914,Reichenow,1,1
9236,1,PASSERIFORMES,Nectariniidae,Anthobaphes,violacea,AF,False,1766,Linnaeus,1850,Cabanis,1,1
9237,1,PASSERIFORMES,Nectariniidae,Cyanomitra,verticalis,AF,False,1790,Latham,1853,Reichenbach,1,7
9238,2,PASSERIFORMES,Nectariniidae,Cyanomitra,bannermani,AF,True,1943,Grant CHB Mackworth-Praed,1853,Reichenbach,7,7
9239,3,PASSERIFORMES,Nectariniidae,Cyanomitra,cyanolaema,AF,False,1852,Jardine Fraser,1853,Reichenbach,4,7
9240,4,PASSERIFORMES,Nectariniidae,Cyanomitra,oritis,AF,False,1892,Reichenow,1853,Reichenbach,5,7
9241,5,PASSERIFORMES,Nectariniidae,Cyanomitra,alinae,AF,True,1904,Jackson,1853,Reichenbach,6,7
9242,6,PASSERIFORMES,Nectariniidae,Cyanomitra,olivacea,AF,False,1840,Smith A,1853,Reichenbach,3,7
9243,7,PASSERIFORMES,Nectariniidae,Cyanomitra,veroxii,AF,False,1832,Smith A,1853,Reichenbach,2,7
9244,1,PASSERIFORMES,Nectariniidae,Chalcomitra,adelberti,AF,False,1834,Gervais,1853,Reichenbach,5,7
9245,2,PASSERIFORMES,Nectariniidae,Chalcomitra,fuliginosa,AF,False,1811,Bechstein,1853,Reichenbach,2,7
9246,3,PASSERIFORMES,Nectariniidae,Chalcomitra,rubescens,AF,False,1819,Vieillot,1853,Reichenbach,4,7
9247,4,PASSERIFORMES,Nectariniidae,Chalcomitra,amethystina,AF,False,1812,Shaw,1853,Reichenbach,3,7
9248,5,PASSERIFORMES,Nectariniidae,Chalcomitra,senegalensis,AF,False,1766,Linnaeus,1853,Reichenbach,1,7
9249,6,PASSERIFORMES,Nectariniidae,Chalcomitra,hunteri,AF,False,1889,Shelley,1853,Reichenbach,7,7
9250,7,PASSERIFORMES,Nectariniidae,Chalcomitra,balfouri,EU,False,1881,Sclater PL Hartlaub,1853,Reichenbach,6,7
9251,1,PASSERIFORMES,Nectariniidae,Leptocoma,zeylonica,OR,False,1766,Linnaeus,1850,Cabanis,1,6
9252,2,PASSERIFORMES,Nectariniidae,Leptocoma,minima,OR,False,1832,Sykes,1850,Cabanis,5,6
9253,3,PASSERIFORMES,Nectariniidae,Leptocoma,sperata,OR,False,1766,Linnaeus,1850,Cabanis,1,6
9254,4,PASSERIFORMES,Nectariniidae,Leptocoma,brasiliana,OR,False,1788,Gmelin JF,1850,Cabanis,3,6
9255,5,PASSERIFORMES,Nectariniidae,Leptocoma,aspasia,AU,False,1828,Lesson R Garnot,1850,Cabanis,4,6
9256,6,PASSERIFORMES,Nectariniidae,Leptocoma,calcostetha,OR,False,1842,Jardine,1850,Cabanis,6,6
9257,1,PASSERIFORMES,Nectariniidae,Nectarinia,bocagii,AF,True,1879,Shelley,1811,Illiger,3,6
9258,2,PASSERIFORMES,Nectariniidae,Nectarinia,purpureiventris,AF,False,1893,Reichenow,1811,Illiger,6,6
9259,3,PASSERIFORMES,Nectariniidae,Nectarinia,tacazze,AF,False,1814,Stanley,1811,Illiger,2,6
9260,4,PASSERIFORMES,Nectariniidae,Nectarinia,kilimensis,AF,True,1885,Shelley,1811,Illiger,4,6
9261,5,PASSERIFORMES,Nectariniidae,Nectarinia,famosa,AF,False,1766,Linnaeus,1811,Illiger,1,6
9262,6,PASSERIFORMES,Nectariniidae,Nectarinia,johnstoni,AF,True,1885,Shelley,1811,Illiger,4,6
9263,1,PASSERIFORMES,Nectariniidae,Drepanorhynchus,reichenowi,AF,True,1884,Fischer GA,1884,Fischer GA Reichenow,1,1
9264,1,PASSERIFORMES,Nectariniidae,Cinnyris,chloropygius,AF,False,1842,Jardine,1816,Cuvier,19,56
9265,2,PASSERIFORMES,Nectariniidae,Cinnyris,minullus,AF,True,1899,Reichenow,1816,Cuvier,37,56
9266,3,PASSERIFORMES,Nectariniidae,Cinnyris,manoensis,AF,True,1907,Reichenow,1816,Cuvier,43,56
9267,4,PASSERIFORMES,Nectariniidae,Cinnyris,gertrudis,AF,True,1926,Grote,1816,Cuvier,51,56
9268,5,PASSERIFORMES,Nectariniidae,Cinnyris,chalybeus,AF,False,1766,Linnaeus,1816,Cuvier,1,56
9269,6,PASSERIFORMES,Nectariniidae,Cinnyris,neergaardi,AF,True,1908,Grant CHB,1816,Cuvier,44,56
9270,7,PASSERIFORMES,Nectariniidae,Cinnyris,stuhlmanni,AF,True,1893,Reichenow,1816,Cuvier,32,56
9271,8,PASSERIFORMES,Nectariniidae,Cinnyris,whytei,AF,True,1948,Benson,1816,Cuvier,54,56
9272,9,PASSERIFORMES,Nectariniidae,Cinnyris,prigoginei,AF,True,1958,Macdonald,1816,Cuvier,55,56
9273,10,PASSERIFORMES,Nectariniidae,Cinnyris,ludovicensis,AF,False,1868,Barboza du Bocage,1816,Cuvier,26,56
9274,11,PASSERIFORMES,Nectariniidae,Cinnyris,reichenowi,AF,True,1891,Sharpe,1816,Cuvier,31,56
9275,12,PASSERIFORMES,Nectariniidae,Cinnyris,afer,AF,False,1766,Linnaeus,1816,Cuvier,1,56
9276,13,PASSERIFORMES,Nectariniidae,Cinnyris,regius,AF,True,1893,Reichenow,1816,Cuvier,32,56
9277,14,PASSERIFORMES,Nectariniidae,Cinnyris,rockefelleri,AF,True,1932,Chapin,1816,Cuvier,52,56
9278,15,PASSERIFORMES,Nectariniidae,Cinnyris,mediocris,AF,True,1885,Shelley,1816,Cuvier,29,56
9279,16,PASSERIFORMES,Nectariniidae,Cinnyris,usambaricus,AF,True,1922,Grote,1816,Cuvier,48,56
9280,17,PASSERIFORMES,Nectariniidae,Cinnyris,fuelleborni,AF,True,1899,Reichenow,1816,Cuvier,37,56
9281,18,PASSERIFORMES,Nectariniidae,Cinnyris,moreaui,AF,True,1933,Sclater WL,1816,Cuvier,53,56
9282,19,PASSERIFORMES,Nectariniidae,Cinnyris,loveridgei,AF,True,1922,Hartert,1816,Cuvier,48,56
9283,20,PASSERIFORMES,Nectariniidae,Cinnyris,pulchellus,AF,False,1766,Linnaeus,1816,Cuvier,1,56
9284,21,PASSERIFORMES,Nectariniidae,Cinnyris,mariquensis,AF,True,1836,Smith A,1816,Cuvier,17,56
9285,22,PASSERIFORMES,Nectariniidae,Cinnyris,shelleyi,AF,True,1899,Alexander,1816,Cuvier,37,56
9286,23,PASSERIFORMES,Nectariniidae,Cinnyris,hofmanni,AF,True,1915,Reichenow,1816,Cuvier,47,56
9287,24,PASSERIFORMES,Nectariniidae,Cinnyris,congensis,AF,False,1910,van Oort,1816,Cuvier,46,56
9288,25,PASSERIFORMES,Nectariniidae,Cinnyris,erythrocercus,AF,False,1857,Hartlaub,1816,Cuvier,22,56
9289,26,PASSERIFORMES,Nectariniidae,Cinnyris,nectarinioides,AF,True,1897,Richmond,1816,Cuvier,36,56
9290,27,PASSERIFORMES,Nectariniidae,Cinnyris,bifasciatus,AF,False,1812,Shaw,1816,Cuvier,11,56
9291,28,PASSERIFORMES,Nectariniidae,Cinnyris,tsavoensis,AF,True,1922,van Someren,1816,Cuvier,48,56
9292,29,PASSERIFORMES,Nectariniidae,Cinnyris,chalcomelas,AF,True,1905,Reichenow,1816,Cuvier,41,56
9293,30,PASSERIFORMES,Nectariniidae,Cinnyris,pembae,IO,True,1905,Reichenow,1816,Cuvier,41,56
9294,31,PASSERIFORMES,Nectariniidae,Cinnyris,bouvieri,AF,True,1877,Shelley,1816,Cuvier,27,56
9295,32,PASSERIFORMES,Nectariniidae,Cinnyris,osea,AF,True,1856,Bonaparte,1816,Cuvier,21,56
9296,33,PASSERIFORMES,Nectariniidae,Cinnyris,habessinicus,AF,False,1828,Hemprich Ehrenberg,1816,Cuvier,16,56
9297,34,PASSERIFORMES,Nectariniidae,Cinnyris,coccinigastrus,AF,False,1801,Latham,1816,Cuvier,10,56
9298,35,PASSERIFORMES,Nectariniidae,Cinnyris,johannae,AF,True,1851,Verreaux J Verreaux E,1816,Cuvier,20,56
9299,36,PASSERIFORMES,Nectariniidae,Cinnyris,superbus,AF,False,1812,Shaw,1816,Cuvier,11,56
9300,37,PASSERIFORMES,Nectariniidae,Cinnyris,rufipennis,AF,False,1983,Jensen,1816,Cuvier,56,56
9301,38,PASSERIFORMES,Nectariniidae,Cinnyris,oustaleti,AF,False,1878,Barboza du Bocage,1816,Cuvier,28,56
9302,39,PASSERIFORMES,Nectariniidae,Cinnyris,talatala,AF,True,1836,Smith A,1816,Cuvier,17,56
9303,40,PASSERIFORMES,Nectariniidae,Cinnyris,venustus,AF,False,1799,Shaw,1816,Cuvier,9,56
